"epoch","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"128","384.5","384","385","0.9453067481517792","0.9124561548233032","0.9781573414802551","384.5","384","385","0.9446623027324677","0.9247369170188904","0.9645876884460449","384.5","384","385","0.9239507019519806","0.9134160280227661","0.9344853758811951","384.5","384","385","0.9510784149169922","0.9437595009803772","0.9583973288536072","384.5","384","385","0.9596832394599915","0.9578416347503662","0.9615248441696167","384.5","384","385","0.9724868834018707","0.9562056660652161","0.9887681007385254","384.5","384","385","0.9111202359199524","0.8995488882064819","0.9226915836334229","384.5","384","385","0.9517103731632233","0.939007043838501","0.9644137024879456","384.5","384","385","0.9170113503932953","0.8985815048217773","0.9354411959648132"
"129","387.5","387","388","0.9854038059711456","0.9815602898597717","0.9892473220825195","387.5","387","388","0.9524822533130646","0.9517730474472046","0.9531914591789246","387.5","387","388","0.970831423997879","0.9586879014968872","0.9829749464988708","387.5","387","388","0.9768496751785278","0.9696491956710815","0.9840501546859741","387.5","387","388","0.9807413816452026","0.9743859767913818","0.9870967864990234","387.5","387","388","0.9671628177165985","0.9538597464561462","0.9804658889770508","387.5","387","388","0.9460377395153046","0.917881965637207","0.9741935133934021","387.5","387","388","0.9559149742126465","0.9535842537879944","0.9582456946372986","387.5","387","388","0.9561318159103394","0.9486111402511597","0.963652491569519"
"130","390.5","390","391","0.9563306570053101","0.9315018653869629","0.9811594486236572","390.5","390","391","0.9467484354972839","0.9294872283935547","0.9640096426010132","390.5","390","391","0.9582605063915253","0.9431514143943787","0.9733695983886719","390.5","390","391","0.9708192646503448","0.957037091255188","0.9846014380455017","390.5","390","391","0.9539213180541992","0.9452381134033203","0.9626045227050781","390.5","390","391","0.9626024067401886","0.9623016119003296","0.9629032015800476","390.5","390","391","0.9261956512928009","0.9242907762527466","0.9281005263328552","390.5","390","391","0.9679851531982422","0.9601852893829346","0.9757850170135498","390.5","390","391","0.9778486788272858","0.9747191071510315","0.98097825050354"
"131","393.5","393","394","0.9551657438278198","0.9473685026168823","0.9629629850387573","393.5","393","394","0.9253329634666443","0.9095486402511597","0.9411172866821289","393.5","393","394","0.946271538734436","0.9363158941268921","0.95622718334198","393.5","393","394","0.9640041589736938","0.9593971371650696","0.9686111807823181","393.5","393","394","0.9670282304286957","0.9649075269699097","0.9691489338874817","393.5","393","394","0.9627699553966522","0.9585186243057251","0.9670212864875793","393.5","393","394","0.9108209908008575","0.9019927978515625","0.9196491837501526","393.5","393","394","0.9370647370815277","0.9295679926872253","0.9445614814758301","393.5","393","394","0.945281982421875","0.9417544007301331","0.9488095641136169"
"132","396.5","396","397","0.9802685081958771","0.9786220788955688","0.9819149374961853","396.5","396","397","0.9526888132095337","0.9349875450134277","0.9703900814056396","396.5","396","397","0.9738474786281586","0.9645389914512634","0.9831559658050537","396.5","396","397","0.9629825055599213","0.9566667079925537","0.9692983031272888","396.5","396","397","0.9818262159824371","0.9778368473052979","0.9858155846595764","396.5","396","397","0.9713618457317352","0.9577946066856384","0.984929084777832","396.5","396","397","0.9285949170589447","0.9018707275390625","0.9553191065788269","396.5","396","397","0.9393615126609802","0.9284722805023193","0.9502507448196411","396.5","396","397","0.9306334257125854","0.9192708730697632","0.9419959783554077"
"133","399.5","399","400","0.949988067150116","0.9402797818183899","0.959696352481842","399.5","399","400","0.9606229066848755","0.9566843509674072","0.9645614624023438","399.5","399","400","0.9807911813259125","0.9756173491477966","0.9859650135040283","399.5","399","400","0.9713118076324463","0.9559568166732788","0.9866667985916138","399.5","399","400","0.9729878008365631","0.9721164107322693","0.9738591909408569","399.5","399","400","0.9849096238613129","0.9819444417953491","0.9878748059272766","399.5","399","400","0.9282437860965729","0.9147118330001831","0.9417757391929626","399.5","399","400","0.9656644463539124","0.9638596773147583","0.9674692153930664","399.5","399","400","0.9407749474048615","0.9287720918655396","0.9527778029441833"
"134","402.5","402","403","0.9733510613441467","0.9555730819702148","0.9911290407180786","402.5","402","403","0.9419898986816406","0.9104135036468506","0.9735662937164307","402.5","402","403","0.9613113701343536","0.9275510907173157","0.9950716495513916","402.5","402","403","0.9645481705665588","0.9457038640975952","0.9833924770355225","402.5","402","403","0.9639085233211517","0.9417059421539307","0.9861111044883728","402.5","402","403","0.981927365064621","0.9731139540672302","0.9907407760620117","402.5","402","403","0.9501513242721558","0.9293348789215088","0.9709677696228027","402.5","402","403","0.945974737405777","0.9209219813346863","0.9710274934768677","402.5","402","403","0.9604770541191101","0.9573016166687012","0.963652491569519"
"135","405.5","405","406","0.9864098131656647","0.9820788502693176","0.9907407760620117","405.5","405","406","0.9554993808269501","0.9456140995025635","0.9653846621513367","405.5","405","406","0.9565850496292114","0.9379928112030029","0.9751772880554199","405.5","405","406","0.9774123132228851","0.9631579518318176","0.9916666746139526","405.5","405","406","0.9818996787071228","0.9777778387069702","0.9860215187072754","405.5","405","406","0.9684509038925171","0.9659340977668762","0.970967710018158","405.5","405","406","0.9339997172355652","0.9250916242599487","0.9429078102111816","405.5","405","406","0.9630269110202789","0.9563406109809875","0.9697132110595703","405.5","405","406","0.9315972626209259","0.9215278029441833","0.9416667222976685"
"136","408.5","408","409","0.9657624363899231","0.9616667032241821","0.9698581695556641","408.5","408","409","0.9342980682849884","0.9198240637779236","0.9487720727920532","408.5","408","409","0.9455446898937225","0.9443860054016113","0.9467033743858337","408.5","408","409","0.9667812287807465","0.9632978439331055","0.9702646136283875","408.5","408","409","0.9639603793621063","0.961068868637085","0.9668518900871277","408.5","408","409","0.9738803803920746","0.9702646136283875","0.9774961471557617","408.5","408","409","0.9259820878505707","0.9198588132858276","0.9321053624153137","408.5","408","409","0.9149612784385681","0.9104037284851074","0.9195188283920288","408.5","408","409","0.9549548327922821","0.949259340763092","0.9606503248214722"
"137","411.5","411","412","0.9684803187847137","0.9612360000610352","0.9757246375083923","411.5","411","412","0.9787366688251495","0.9756313562393188","0.9818419814109802","411.5","411","412","0.9668293595314026","0.9540501832962036","0.9796085357666016","411.5","411","412","0.9666999578475952","0.9662784337997437","0.9671214818954468","411.5","411","412","0.9754317700862885","0.965825617313385","0.9850379228591919","411.5","411","412","0.9687992334365845","0.9598034024238586","0.9777950644493103","411.5","411","412","0.9556094408035278","0.9332098960876465","0.9780089855194092","411.5","411","412","0.9514873921871185","0.9474014043807983","0.9555733799934387","411.5","411","412","0.9759754538536072","0.9668499231338501","0.9851009845733643"
"138","414.5","414","415","0.9842108488082886","0.982758641242981","0.9856630563735962","414.5","414","415","0.961197704076767","0.9290262460708618","0.9933691620826721","414.5","414","415","0.9825886785984039","0.9799283146858215","0.9852490425109863","414.5","414","415","0.9682415127754211","0.9625468254089355","0.9739362001419067","414.5","414","415","0.9715650081634521","0.9661796689033508","0.9769503474235535","414.5","414","415","0.9778009057044983","0.9730790257453918","0.9825227856636047","414.5","414","415","0.9408328831195831","0.9228938221931458","0.9587719440460205","414.5","414","415","0.9851378202438354","0.9829229116439819","0.987352728843689","414.5","414","415","0.9757477641105652","0.9676245450973511","0.9838709831237793"
"139","417.5","417","418","0.9947247207164764","0.9945055842399597","0.9949438571929932","417.5","417","418","0.9628327190876007","0.9520370960235596","0.9736283421516418","417.5","417","418","0.9726296663284302","0.9628623127937317","0.9823970198631287","417.5","417","418","0.9759089946746826","0.9651138782501221","0.9867041110992432","417.5","417","418","0.96610426902771","0.9607270359992981","0.9714815020561218","417.5","417","418","0.9819093346595764","0.9767400026321411","0.9870786666870117","417.5","417","418","0.9611413478851318","0.9472826719284058","0.9750000238418579","417.5","417","418","0.9676207304000854","0.9664815664291382","0.9687598943710327","417.5","417","418","0.9531733095645905","0.9338828325271606","0.9724637866020203"
"140","420.5","420","421","0.9843855202198029","0.9828125238418579","0.9859585165977478","420.5","420","421","0.9629038572311401","0.9513285160064697","0.9744791984558105","420.5","420","421","0.9652401804924011","0.9510989785194397","0.9793813824653625","420.5","420","421","0.9822298288345337","0.9773068428039551","0.9871528148651123","420.5","420","421","0.9848939180374146","0.9800347089767456","0.9897531270980835","420.5","420","421","0.9701399803161621","0.9524327516555786","0.9878472089767456","420.5","420","421","0.9591689109802246","0.9388315677642822","0.979506254196167","420.5","420","421","0.9885417222976685","0.9798611402511597","0.9972223043441772","420.5","420","421","0.9507302343845367","0.9416667222976685","0.959793746471405"
"141","423.5","423","424","0.9600805640220642","0.9594203233718872","0.9607408046722412","423.5","423","424","0.935804158449173","0.9013033509254456","0.9703049659729004","423.5","423","424","0.980574756860733","0.9739699959754944","0.9871795177459717","423.5","423","424","0.96891850233078","0.9600414037704468","0.9777956008911133","423.5","423","424","0.9805108308792114","0.9752808809280396","0.9857407808303833","423.5","423","424","0.9662678241729736","0.953597903251648","0.9789377450942993","423.5","423","424","0.9230196475982666","0.9175724983215332","0.928466796875","423.5","423","424","0.9604265093803406","0.9345892667770386","0.9862637519836426","423.5","423","424","0.9509595632553101","0.9412963390350342","0.9606227874755859"
"142","426.5","426","427","0.9687318205833435","0.9557091593742371","0.98175448179245","426.5","426","427","0.9779436588287354","0.9732269048690796","0.9826604127883911","426.5","426","427","0.9732925593852997","0.9551970958709717","0.9913880228996277","426.5","426","427","0.9902931153774261","0.98333340883255","0.9972528219223022","426.5","426","427","0.9847331941127777","0.98333340883255","0.9861329793930054","426.5","426","427","0.9820048213005066","0.9747369289398193","0.9892727136611938","426.5","426","427","0.9544111490249634","0.9293484687805176","0.9794738292694092","426.5","426","427","0.9681609570980072","0.9499744176864624","0.986347496509552","426.5","426","427","0.961088091135025","0.9585921764373779","0.9635840058326721"
"143","429.5","429","430","0.9740199446678162","0.9720973968505859","0.9759424924850464","429.5","429","430","0.9733901619911194","0.9666666984558105","0.9801136255264282","429.5","429","430","0.9889464676380157","0.9805243611335754","0.997368574142456","429.5","429","430","0.9843344688415527","0.9721776247024536","0.9964913129806519","429.5","429","430","0.9780278205871582","0.962195873260498","0.9938597679138184","429.5","429","430","0.9800130128860474","0.9717803001403809","0.9882457256317139","429.5","429","430","0.9823054075241089","0.9702247381210327","0.9943860769271851","429.5","429","430","0.9778435230255127","0.9705992937088013","0.9850877523422241","429.5","429","430","0.9688665866851807","0.9680702686309814","0.9696629047393799"
"144","432.5","432","433","0.9837108850479126","0.9790322780609131","0.9883894920349121","432.5","432","433","0.9813096523284912","0.9808988571166992","0.9817204475402832","432.5","432","433","0.9627047777175903","0.9559650421142578","0.9694445133209229","432.5","432","433","0.9871999621391296","0.986048698425293","0.9883512258529663","432.5","432","433","0.9820174872875214","0.9668439626693726","0.9971910119056702","432.5","432","433","0.9726359844207764","0.9647163152694702","0.9805556535720825","432.5","432","433","0.969030112028122","0.9619963765144348","0.9760638475418091","432.5","432","433","0.9808632135391235","0.9746296405792236","0.9870967864990234","432.5","432","433","0.9533834457397461","0.925868034362793","0.9808988571166992"
"145","435.5","435","436","0.9760259389877319","0.9570456743240356","0.9950062036514282","435.5","435","436","0.9827698469161987","0.9809166789054871","0.9846230149269104","435.5","435","436","0.9776284694671631","0.9681041240692139","0.9871528148651123","435.5","435","436","0.9873784482479095","0.9833086729049683","0.9914482235908508","435.5","435","436","0.9868730902671814","0.9836419820785522","0.9901041984558105","435.5","435","436","0.9848031997680664","0.9815855026245117","0.9880208969116211","435.5","435","436","0.9517010748386383","0.9280797243118286","0.975322425365448","435.5","435","436","0.9851774573326111","0.9772213697433472","0.993133544921875","435.5","435","436","0.9635210037231445","0.957037091255188","0.9700049161911011"
"146","438.5","438","439","0.9697428345680237","0.9694139957427979","0.9700716733932495","438.5","438","439","0.9373109340667725","0.9050878286361694","0.9695340394973755","438.5","438","439","0.9686120450496674","0.9540780186653137","0.983146071434021","438.5","438","439","0.9859590828418732","0.9831541180610657","0.9887640476226807","438.5","438","439","0.9797419011592865","0.9657706022262573","0.9937132000923157","438.5","438","439","0.993048757314682","0.990217387676239","0.995880126953125","438.5","438","439","0.954521656036377","0.9538462162017822","0.9551970958709717","438.5","438","439","0.9774566292762756","0.9606382846832275","0.9942749738693237","438.5","438","439","0.9737246334552765","0.9709677696228027","0.9764814972877502"
"147","441.5","441","442","0.9879012107849121","0.9758023023605347","1.0000001192092896","441.5","441","442","0.9873464107513428","0.9820188283920288","0.9926739931106567","441.5","441","442","0.9859601855278015","0.9719202518463135","1.0000001192092896","441.5","441","442","0.997364342212677","0.9962323904037476","0.9984962940216064","441.5","441","442","0.9932861328125","0.9906015396118164","0.9959707260131836","441.5","441","442","0.9897918701171875","0.989473819732666","0.990109920501709","441.5","441","442","0.9607176780700684","0.939605712890625","0.9818296432495117","441.5","441","442","0.9771623909473419","0.976630449295044","0.9776943325996399","441.5","441","442","0.9813940525054932","0.9701141119003296","0.9926739931106567"
"148","444.5","444","445","0.9894897937774658","0.9851852655410767","0.993794322013855","444.5","444","445","0.972256600856781","0.9462862014770508","0.9982270002365112","444.5","444","445","0.9805605113506317","0.9717593193054199","0.9893617033958435","444.5","444","445","0.9950633645057678","0.9943820238113403","0.9957447052001953","444.5","444","445","0.9965385496616364","0.9948501586914062","0.9982269406318665","444.5","444","445","0.9866135120391846","0.9750000238418579","0.9982270002365112","444.5","444","445","0.9621762335300446","0.9368056058883667","0.9875468611717224","444.5","444","445","0.9625343680381775","0.9438405632972717","0.9812281727790833","444.5","444","445","0.9812047183513641","0.9645370841026306","0.9978723526000977"
"149","447.5","447","448","0.9939191341400146","0.9905264377593994","0.9973118305206299","447.5","447","448","0.9685136377811432","0.9680556058883667","0.9689716696739197","447.5","447","448","0.98520627617836","0.972517728805542","0.997894823551178","447.5","447","448","0.9838423132896423","0.9721648693084717","0.995519757270813","447.5","447","448","0.9902973473072052","0.9848958253860474","0.995698869228363","447.5","447","448","0.9793570935726166","0.9732975363731384","0.9854166507720947","447.5","447","448","0.9812554717063904","0.9775985479354858","0.9849123954772949","447.5","447","448","0.9931796193122864","0.9926316738128662","0.9937275648117065","447.5","447","448","0.9787427186965942","0.9685965776443481","0.9888888597488403"
"150","450.5","450","451","0.9846720099449158","0.9733333587646484","0.9960106611251831","450.5","450","451","0.9786080718040466","0.9719299077987671","0.9852862358093262","450.5","450","451","0.9692043364048004","0.9642857909202576","0.9741228818893433","450.5","450","451","0.9763889908790588","0.9727778434753418","0.9800001382827759","450.5","450","451","0.9934211075305939","0.9868422150611877","1","450.5","450","451","0.9822953939437866","0.9807018637657166","0.9838889241218567","450.5","450","451","0.9828228056430817","0.9707018136978149","0.9949437975883484","450.5","450","451","0.9777924418449402","0.9694737195968628","0.9861111640930176","450.5","450","451","0.9719473719596863","0.9679688215255737","0.9759259223937988"
"151","453.5","453","454","0.9840580821037292","0.9784946441650391","0.9896215200424194","453.5","453","454","0.9869992136955261","0.9802708625793457","0.9937275648117065","453.5","453","454","0.9920072555541992","0.9892473220825195","0.9947671890258789","453.5","453","454","0.9975225627422333","0.9965812563896179","0.9984638690948486","453.5","453","454","0.9965437650680542","0.9930875301361084","1","453.5","453","454","0.9823701679706573","0.9769502878189087","0.987790048122406","453.5","453","454","0.966646134853363","0.957446813583374","0.975845456123352","453.5","453","454","0.9919354915618896","0.9838709831237793","1","453.5","453","454","0.9826233983039856","0.9792882204055786","0.9859585762023926"
"152","456.5","456","457","0.9920136332511902","0.9879032373428345","0.9961240291595459","456.5","456","457","0.9967179298400879","0.9961240291595459","0.9973118305206299","456.5","456","457","0.9856648445129395","0.9804658889770508","0.9908638000488281","456.5","456","457","0.9986559152603149","0.9973118305206299","1","456.5","456","457","0.9986559152603149","0.9973118305206299","1","456.5","456","457","0.9916651248931885","0.984674334526062","0.9986559152603149","456.5","456","457","0.9707558751106262","0.969348669052124","0.9721630811691284","456.5","456","457","0.9986559152603149","0.9973118305206299","1","456.5","456","457","0.9771349430084229","0.9757752418518066","0.9784946441650391"
"153","459.5","459","460","0.9892813861370087","0.9888888597488403","0.989673912525177","459.5","459","460","0.9835626780986786","0.9789007306098938","0.9882246255874634","459.5","459","460","1","1","1","459.5","459","460","0.9969417452812195","0.996057391166687","0.997826099395752","459.5","459","460","0.9955830574035645","0.9951087236404419","0.996057391166687","459.5","459","460","0.9878136217594147","0.981361985206604","0.9942652583122253","459.5","459","460","0.9739247262477875","0.9655913710594177","0.9822580814361572","459.5","459","460","0.9900092780590057","0.9858156442642212","0.9942029118537903","459.5","459","460","0.9766685962677002","0.9698246717453003","0.9835125207901001"
"154","462.5","462","463","0.9968682527542114","0.9964538812637329","0.9972826242446899","462.5","462","463","0.9893207252025604","0.9800001382827759","0.998641312122345","462.5","462","463","0.9982269406318665","0.9964538812637329","1","462.5","462","463","0.9935013949871063","0.989130437374115","0.9978723526000977","462.5","462","463","0.9981884062290192","0.9963768124580383","1","462.5","462","463","0.9921053051948547","0.9842106103897095","1","462.5","462","463","0.9828466773033142","0.978596568107605","0.9870967864990234","462.5","462","463","0.9899479746818542","0.9852150678634644","0.9946808815002441","462.5","462","463","0.9875597655773163","0.9778369069099426","0.9972826242446899"
"155","465.5","465","466","0.9949862360954285","0.993518590927124","0.9964538812637329","465.5","465","466","0.9958924949169159","0.9944445490837097","0.9973404407501221","465.5","465","466","0.9988889098167419","0.9977778196334839","1","465.5","465","466","0.9937205910682678","0.9874411821365356","1","465.5","465","466","0.9933333694934845","0.986666738986969","1","465.5","465","466","0.981675922870636","0.9792858362197876","0.9840660095214844","465.5","465","466","0.9879874289035797","0.9824562072753906","0.9935186505317688","465.5","465","466","0.9986111223697662","0.9972222447395325","1","465.5","465","466","0.9732178747653961","0.9566308259963989","0.9898049235343933"
"156","468.5","468","469","0.9976105093955994","0.9952210187911987","1","468.5","468","469","0.9827859997749329","0.970350980758667","0.9952210187911987","468.5","468","469","0.9948074817657471","0.9896149635314941","1","468.5","468","469","0.9994026124477386","0.9988052248954773","1","468.5","468","469","0.9818262755870819","0.9813830256462097","0.9822695255279541","468.5","468","469","0.9985161125659943","0.9982270002365112","0.9988052248954773","468.5","468","469","0.9913905262947083","0.9902482032775879","0.9925328493118286","468.5","468","469","0.9956506192684174","0.9934288859367371","0.9978723526000977","468.5","468","469","0.9942042231559753","0.9937275648117065","0.9946808815002441"
"157","471.5","471","472","0.9986111521720886","0.9972223043441772","1","471.5","471","472","0.9855901598930359","0.9771062135696411","0.9940741062164307","471.5","471","472","0.9906288683414459","0.9868132472038269","0.9944444894790649","471.5","471","472","0.9949431121349335","0.9935898184776306","0.9962964057922363","471.5","471","472","0.9865385293960571","0.9816850423812866","0.9913920164108276","471.5","471","472","0.9772370755672455","0.9771062135696411","0.9773679375648499","471.5","471","472","0.9727748036384583","0.9557347297668457","0.9898148775100708","471.5","471","472","0.9830374717712402","0.9682971239089966","0.9977778196334839","471.5","471","472","0.9815018773078918","0.9684982299804688","0.9945055246353149"
"158","474.5","474","475","0.9986559152603149","0.9973118305206299","1","474.5","474","475","0.9892025589942932","0.9805556535720825","0.9978494644165039","474.5","474","475","0.984338641166687","0.968677282333374","1","474.5","474","475","0.9963352084159851","0.9962546825408936","0.9964157342910767","474.5","474","475","0.9861111044883728","0.9833333492279053","0.9888888597488403","474.5","474","475","0.9876267910003662","0.9819148778915405","0.9933387041091919","474.5","474","475","0.9759984910488129","0.9758064150810242","0.9761905670166016","474.5","474","475","0.9872898161411285","0.9858155846595764","0.9887640476226807","474.5","474","475","0.9905521273612976","0.9870967864990234","0.9940074682235718"
"159","477.5","477","478","1","1","1","477.5","477","478","0.9916979074478149","0.9908425807952881","0.9925532341003418","477.5","477","478","0.9981685280799866","0.9963370561599731","1","477.5","477","478","0.9981685280799866","0.9963370561599731","1","477.5","477","478","0.9991134703159332","0.9982269406318665","1","477.5","477","478","0.9986264109611511","0.9972528219223022","1","477.5","477","478","0.9866437315940857","0.9769504070281982","0.9963370561599731","477.5","477","478","0.9971047043800354","0.9963370561599731","0.9978723526000977","477.5","477","478","0.9915196001529694","0.9867021441459656","0.9963370561599731"
"160","480.5","480","481","1","1","1","480.5","480","481","0.9905913770198822","0.9838709235191345","0.9973118305206299","480.5","480","481","1","1","1","480.5","480","481","1","1","1","480.5","480","481","0.9912025630474091","0.9839412569999695","0.9984638690948486","480.5","480","481","0.9975806474685669","0.9973118305206299","0.9978494644165039","480.5","480","481","0.9869559407234192","0.982872486114502","0.9910393953323364","480.5","480","481","0.9908602237701416","0.9870967864990234","0.9946236610412598","480.5","480","481","0.986827939748764","0.98082435131073","0.9928315281867981"
"161","483.5","483","484","1","1","1","483.5","483","484","0.9986701905727386","0.9973403811454773","1","483.5","483","484","0.9894737303256989","0.9789474606513977","1","483.5","483","484","0.9968971610069275","0.993794322013855","1","483.5","483","484","0.997554361820221","0.9951087236404419","1","483.5","483","484","0.9932932257652283","0.9920212626457214","0.9945651888847351","483.5","483","484","0.9971399903297424","0.9964538812637329","0.997826099395752","483.5","483","484","0.9939849972724915","0.9879699945449829","1","483.5","483","484","0.998670220375061","0.9973404407501221","1"
"162","486.5","486","487","1","1","1","486.5","486","487","0.9931319057941437","0.9862638115882874","1","486.5","486","487","1","1","1","486.5","486","487","0.9973404407501221","0.9946808815002441","1","486.5","486","487","0.9932065308094025","0.9864130616188049","1","486.5","486","487","0.9965555369853973","0.9946808815002441","0.9984301924705505","486.5","486","487","1","1","1","486.5","486","487","1","1","1","486.5","486","487","0.9920474886894226","0.986842155456543","0.9972528219223022"
"163","489.5","489","490","1","1","1","489.5","489","490","0.9980286657810211","0.9960573315620422","1","489.5","489","490","0.9859601557254791","0.9719203114509583","1","489.5","489","490","0.9946236610412598","0.9892473220825195","1","489.5","489","490","1","1","1","489.5","489","490","0.990839272737503","0.9872340559959412","0.9944444894790649","489.5","489","490","0.9974398016929626","0.9948796033859253","1","489.5","489","490","1","1","1","489.5","489","490","0.9896165728569031","0.9807692766189575","0.9984638690948486"
"164","492.5","492","493","1.0000000596046448","1","1.0000001192092896","492.5","492","493","0.9959668815135956","0.9945652484893799","0.9973685145378113","492.5","492","493","0.9834050238132477","0.9758680462837219","0.9909420013427734","492.5","492","493","0.9908602833747864","0.9817204475402832","1.0000001192092896","492.5","492","493","0.9949142634868622","0.9945652484893799","0.9952632784843445","492.5","492","493","0.9955282807350159","0.9945652484893799","0.9964913129806519","492.5","492","493","0.9852015376091003","0.9848958253860474","0.9855072498321533","492.5","492","493","0.9972826838493347","0.9945652484893799","1.0000001192092896","492.5","492","493","0.9986413717269897","0.9972826242446899","1.0000001192092896"
"165","495.5","495","496","1","1","1","495.5","495","496","1","1","1","495.5","495","496","0.9967426061630249","0.9934852123260498","1","495.5","495","496","0.9989011287689209","0.9978022575378418","1","495.5","495","496","0.9982078671455383","0.9964157342910767","1","495.5","495","496","1","1","1","495.5","495","496","0.9847158193588257","0.9715821743011475","0.9978494644165039","495.5","495","496","1","1","1","495.5","495","496","0.9967948794364929","0.9935897588729858","1"
